Date/Time (PST),Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")"
10-02-2019 17:00,12.91,87.7,90.8,7.41
10-02-2019 16:00,13.65,88.7,91.4,7.075
10-02-2019 15:00,13.27,87.5,91.9,6.81
10-02-2019 14:00,14.87,83.5,92.7,6.675
10-02-2019 13:00,15.73,82.6,92.9,6.675
10-02-2019 12:00,15.73,81.4,93.3,6.81
10-02-2019 11:00,15.88,80.2,93.2,6.934
10-02-2019 10:00,12.44,84.3,93.5,6.929
10-02-2019 09:00,12.08,85.2,93.9,7.059
10-02-2019 08:00,10.23,86.2,93.6,7.193
10-02-2019 07:00,9.62,85.8,93.7,7.193
10-02-2019 06:00,9.62,85.6,93.8,7.193
10-02-2019 05:00,9.37,84.7,92.8,7.193
10-02-2019 04:00,10.85,84.2,92.5,7.193
10-02-2019 03:00,7.409,88.6,94.1,7.323
10-02-2019 02:00,10.36,88.5,92.6,7.323
10-02-2019 01:00,7.531,84.9,92.2,7.458
10-02-2019 00:00,8.26,84.3,92.6,7.529
09-02-2019 23:00,8.63,84.9,92.2,7.53
09-02-2019 22:00,8.39,85.8,92.2,7.597
09-02-2019 21:00,9,85.1,91.8,7.597
09-02-2019 20:00,9.12,85.6,93,7.732
09-02-2019 19:00,9.36,85.3,92.9,7.737
09-02-2019 18:00,10.47,85.9,94.3,7.871
09-02-2019 17:00,10.83,85.9,94,7.742
09-02-2019 16:00,11.69,84.3,94,7.742
09-02-2019 15:00,11.81,84,94.1,7.745
09-02-2019 14:00,12.05,82.9,94.1,7.746
09-02-2019 13:00,13.28,82.4,94.1,7.747
09-02-2019 12:00,13.28,82,93.4,7.746
09-02-2019 11:00,12.18,84.1,94.6,7.876
09-02-2019 10:00,11.58,85.8,94.8,7.872
09-02-2019 09:00,11.21,85.2,93.5,8.01
09-02-2019 08:00,10.35,87.2,94.9,8.14
09-02-2019 07:00,10.1,87.4,93.6,8.28
09-02-2019 06:00,10.72,87.3,94,8.14
09-02-2019 05:00,10.72,87.7,94.8,8.14
09-02-2019 04:00,10.1,87.6,94.1,8.01
09-02-2019 03:00,9.74,87.3,94.5,7.869
09-02-2019 02:00,9.62,87.1,93.2,7.866
09-02-2019 01:00,9.25,86.9,93.3,6.251
09-02-2019 00:00,9.12,86.9,94.4,7.463
08-02-2019 23:00,9,86.7,94.4,7.53
08-02-2019 22:00,8.76,86.6,94.8,7.463
08-02-2019 21:00,9.12,86.2,90,6.925
08-02-2019 20:00,9.12,86.2,90.9,35.33
08-02-2019 19:00,9.73,86.5,93.7,5.583
08-02-2019 18:00,9.73,86.7,91.7,6.391
08-02-2019 17:00,10.1,86.5,90.9,5.651
08-02-2019 16:00,11.08,86.5,90.5,4.916
08-02-2019 15:00,10.34,86.2,88.6,3.839
08-02-2019 14:00,11.31,85.3,88.3,3.043
08-02-2019 13:00,11.42,85.8,86,1.973
08-02-2019 12:00,16.81,77.54,85.1,-0.705
08-02-2019 11:00,21,88.8,85,1.037
08-02-2019 10:00,20.28,91.2,82.9,0.898
08-02-2019 09:00,20.03,91,85.1,0.763
08-02-2019 08:00,18.8,91.9,85.5,0.359
08-02-2019 07:00,18.56,92.1,85.7,0.627
08-02-2019 06:00,18.07,91.9,85.6,0.487
08-02-2019 05:00,17.46,91.3,85.7,0.622
08-02-2019 04:00,16.1,88.2,85.6,0.622
08-02-2019 03:00,16.23,86.3,85.6,0.622
08-02-2019 02:00,16.23,88,85.7,0.622
08-02-2019 01:00,17.21,84.5,86,0.622
08-02-2019 00:00,17.7,85.2,86,0.622
07-02-2019 23:00,18.32,83,85.7,0.622
07-02-2019 22:00,18.69,82.6,86,0.622
07-02-2019 21:00,19.06,83.9,86,0.622
07-02-2019 20:00,19.17,82.8,85.9,0.625
07-02-2019 19:00,18.92,82.8,85.9,0.628
07-02-2019 18:00,18.92,82.1,86.6,0.628
07-02-2019 17:00,21,84.8,86.1,0.637
07-02-2019 16:00,22.58,81.8,86.1,0.511
07-02-2019 15:00,22.7,75.96,86,0.511
07-02-2019 14:00,22.09,79.64,85.8,0.646
07-02-2019 13:00,19.78,80.3,85.3,0.496
07-02-2019 12:00,17.09,83,86,0.487
07-02-2019 11:00,15.13,84.7,85.8,0.548
07-02-2019 10:00,13.92,85.3,85.8,0.738
07-02-2019 09:00,11.46,86,86.2,0.669
07-02-2019 08:00,9.99,86.3,86.3,0.598
07-02-2019 07:00,10.47,86.2,85.9,0.601
07-02-2019 06:00,11.33,85.5,86.3,0.604
07-02-2019 05:00,10.1,85.1,86.3,0.469
07-02-2019 04:00,11.71,86.7,86.2,0.599
07-02-2019 03:00,10.6,86.9,86.3,0.598
07-02-2019 02:00,11.22,84.5,86,0.598
07-02-2019 01:00,8.63,86.5,85.9,0.597
07-02-2019 00:00,8.14,86.1,86,0.598
06-02-2019 23:00,9.37,86.3,86.2,0.463
06-02-2019 22:00,10.47,86.6,85.5,0.604
06-02-2019 21:00,11.09,87.2,85.4,0.604
06-02-2019 20:00,12.44,88.6,85.8,0.604
06-02-2019 19:00,12.93,88.6,85,0.608
06-02-2019 18:00,12.8,88.4,85.7,0.542
06-02-2019 17:00,14.63,86.8,85,0.55
06-02-2019 16:00,15.37,86,84.9,0.622
06-02-2019 15:00,16.22,84.7,84.5,0.628
06-02-2019 14:00,16.82,82.8,84,0.634
06-02-2019 13:00,16.11,86.7,83.8,0.484
06-02-2019 12:00,14.03,84.6,84.3,0.542
06-02-2019 11:00,13.18,85.2,85.4,0.604
06-02-2019 10:00,11.96,84.5,86.4,0.665
06-02-2019 09:00,9.38,86.2,85.7,0.726
06-02-2019 08:00,7.655,85.2,85.4,0.591
06-02-2019 07:00,7.778,86.3,86,0.659
06-02-2019 06:00,7.401,86.6,85.8,0.732
06-02-2019 05:00,9.24,85.4,85.9,0.671
06-02-2019 04:00,10.59,87.1,85.8,19.98
06-02-2019 03:00,11.21,89.1,84.7,19.98
06-02-2019 02:00,11.45,88.5,85.8,19.99
06-02-2019 01:00,12.19,89.5,85.8,19.99
06-02-2019 00:00,12.06,89.2,85.5,20.12
05-02-2019 23:00,12.31,90,85.5,20.12
05-02-2019 22:00,12.06,88.5,85.1,20.12
05-02-2019 21:00,12.92,89.1,85.5,19.99
05-02-2019 20:00,12.8,90.3,85.4,19.99
05-02-2019 19:00,13.04,90.4,86.8,19.99
05-02-2019 18:00,13.4,89.6,86.9,19.86
05-02-2019 17:00,14.26,89.3,87.1,20.13
05-02-2019 16:00,14.75,89.7,87,19.99
05-02-2019 15:00,16.46,90.1,87,20.13
05-02-2019 14:00,18.3,89.4,85.5,20.13
05-02-2019 13:00,17.94,89.1,85.6,20.13
05-02-2019 12:00,17.69,89.3,86.3,20.13
05-02-2019 11:00,16.72,88.9,85.2,20.13
05-02-2019 10:00,15.74,90.6,86,20.13
05-02-2019 09:00,14.03,92,85.8,20.12
05-02-2019 08:00,12.92,91.3,86.1,20.19
05-02-2019 07:00,13.29,91.8,86.2,20.26
05-02-2019 06:00,13.05,91.6,86.4,20.26
05-02-2019 05:00,12.55,91.1,86.6,20.26
05-02-2019 04:00,12.18,90.3,86.9,20.26
05-02-2019 03:00,15.37,90.2,87.2,20.26
05-02-2019 02:00,16.72,90.4,87.5,20.26
05-02-2019 01:00,17.46,91.4,87.5,20.4
05-02-2019 00:00,17.58,90.7,87.5,20.4
04-02-2019 23:00,16.72,90.4,87.7,20.53
04-02-2019 22:00,17.83,91.5,87.9,20.53
04-02-2019 21:00,17.46,92.4,87.7,20.53
04-02-2019 20:00,17.58,91.5,87.7,20.53
04-02-2019 19:00,17.7,90.8,88,20.53
04-02-2019 18:00,18.68,91.6,88.2,20.53
04-02-2019 17:00,19.9,89,88,20.47
04-02-2019 16:00,21,87,88,20.4
04-02-2019 15:00,20.63,83.8,87.4,20.27
04-02-2019 14:00,20.76,84,85.5,20.4
04-02-2019 13:00,20.51,84,85.4,20.4
04-02-2019 12:00,19.91,84.7,85.8,20.4
04-02-2019 11:00,18.07,87.3,86.4,20.46
04-02-2019 10:00,16.72,88.2,84.1,20.53
04-02-2019 09:00,16.47,89,86.4,20.53
04-02-2019 08:00,15.49,89.7,88.3,20.53
04-02-2019 07:00,15.98,90.3,88.4,20.53
04-02-2019 06:00,16.1,90.3,85.7,20.13
04-02-2019 05:00,16.23,90.4,85.7,19.86
04-02-2019 04:00,16.35,90.7,85.9,19.86
04-02-2019 03:00,17.08,90.7,83,19.73
04-02-2019 02:00,18.8,91.3,86.4,19.86
04-02-2019 01:00,19.29,92.2,84.9,19.73
04-02-2019 00:00,19.54,92.3,84,19.73
03-02-2019 23:00,20.15,92.5,84.5,19.59
03-02-2019 22:00,20.4,92.9,86.7,19.46
03-02-2019 21:00,19.91,92.3,85.2,19.32
03-02-2019 20:00,20.15,91.8,85.8,19.19
03-02-2019 19:00,20.39,92.2,85.1,19.33
03-02-2019 18:00,21,92.1,85.1,19.33
03-02-2019 17:00,21.36,91.2,84.3,19.06
03-02-2019 16:00,22.46,90.8,86.4,19.06
03-02-2019 15:00,22.34,88.2,86.7,19.2
03-02-2019 14:00,22.46,89.9,86.8,19.33
03-02-2019 13:00,22.58,89.4,86.9,19.2
03-02-2019 12:00,22.58,90.6,87.4,19.2
03-02-2019 11:00,22.59,90.8,87.3,19.33
03-02-2019 10:00,21.98,91.5,87.5,19.33
03-02-2019 09:00,22.71,93.7,87.7,19.33
03-02-2019 08:00,22.83,94.2,86.9,19.19
03-02-2019 07:00,23.08,93.6,87.4,19.2
03-02-2019 06:00,23.2,94.7,87.2,19.06
03-02-2019 05:00,23.57,93.9,87.2,19.06
03-02-2019 04:00,23.69,94.2,87.2,19.06
03-02-2019 03:00,23.69,94.7,87.2,19.06
03-02-2019 02:00,23.32,95,87.2,19.06
03-02-2019 01:00,24.06,95.2,85.5,18.93
03-02-2019 00:00,23.81,95.7,86.1,19.06
02-02-2019 23:00,25.29,94.9,86.7,19.2
02-02-2019 22:00,25.77,96.7,87.3,19.07
02-02-2019 21:00,26.63,97.3,86.6,19.07
02-02-2019 20:00,27.48,99.9,86.2,19.2
02-02-2019 19:00,27.48,99.9,86.7,19.2
02-02-2019 18:00,27.85,97.2,86.1,19.34
02-02-2019 17:00,29.3,95.3,85.9,19.28
02-02-2019 16:00,31.63,95.2,85.9,19.28
02-02-2019 15:00,32,95.8,85.9,19.34
02-02-2019 14:00,32.37,92.7,87,18.54
02-02-2019 13:00,30.3,95.7,87.1,19.2
02-02-2019 12:00,29.33,95.1,87.7,19.67
02-02-2019 11:00,28.23,95.8,86.9,19.74
02-02-2019 10:00,27.13,96.4,87.4,19.87
02-02-2019 09:00,26.63,96.6,86.5,19.87
02-02-2019 08:00,27.85,96.5,87.7,19.87
02-02-2019 07:00,28.58,99.9,86.5,19.74
02-02-2019 06:00,28.21,100,86.3,19.67
02-02-2019 05:00,28.71,100,86.9,19.74
02-02-2019 04:00,29.32,99.9,87.6,19.87
02-02-2019 03:00,30.06,100,88.7,19.87
02-02-2019 02:00,29.2,99.9,87.9,19.87
02-02-2019 01:00,30.18,99.8,84.9,19.61
02-02-2019 00:00,29.2,99.9,86.8,19.07
01-02-2019 23:00,30.04,99.8,82.7,17.06
01-02-2019 22:00,30.4,99.9,85.1,18.13
01-02-2019 21:00,30.89,99.9,82.5,17.6
01-02-2019 20:00,31.51,99.9,82.4,17.06
01-02-2019 19:00,31.88,99.9,83.1,17.06
01-02-2019 18:00,32.12,99.8,83.6,16.66
01-02-2019 17:00,32.25,99.8,83.6,16.52
01-02-2019 16:00,32.86,99.9,83.9,16.52
01-02-2019 15:00,33.47,99.8,84.4,16.52
01-02-2019 14:00,34.21,96.3,84.4,16.52
01-02-2019 13:00,34.33,95.8,84.3,16.66
01-02-2019 12:00,33.97,95.2,84.4,16.66
01-02-2019 11:00,33.72,95.2,84.6,16.79
01-02-2019 10:00,33.6,95.6,85.2,16.66
01-02-2019 09:00,33.47,94.3,85.1,16.39
01-02-2019 08:00,32.74,94.1,85.1,16.66
01-02-2019 07:00,32.6,89.5,84.9,16.79
01-02-2019 06:00,35.91,64.35,84.9,16.8
01-02-2019 05:00,38.98,50.22,85.3,16.93
01-02-2019 04:00,39.71,53.57,85.1,16.93
01-02-2019 03:00,39.59,60.39,85.1,17.2
01-02-2019 02:00,39.96,66.53,84.7,17.07
01-02-2019 01:00,40.94,63.39,85,16.93
01-02-2019 00:00,40.32,63.39,84.7,17.2
31-01-2019 23:00,40.7,59.5,85.1,17.33
31-01-2019 22:00,41.06,57.52,85.3,17.33
31-01-2019 21:00,40.57,49.61,85.4,17.6
31-01-2019 20:00,40.7,30.64,85.4,17.74
31-01-2019 19:00,39.1,36.23,85.3,17.74
31-01-2019 18:00,38.98,40.4,85.3,17.74
31-01-2019 17:00,39.44,38.61,85.5,17.88
31-01-2019 16:00,42.63,38.27,85.3,18.01
31-01-2019 15:00,44.34,36.56,85.1,18.01
31-01-2019 14:00,44.46,39.42,84.9,18.28
31-01-2019 13:00,44.58,38.33,85.1,17.88
31-01-2019 12:00,43.71,42.82,84.8,18.42
31-01-2019 11:00,45.67,38.32,85,18.69
31-01-2019 10:00,44.35,40.72,85.5,18.15
31-01-2019 09:00,42.91,39.37,85.5,18.27
31-01-2019 08:00,40.94,41.08,85.8,18.27
31-01-2019 07:00,40.94,40.67,85.7,18.27
31-01-2019 06:00,40.7,40.67,85.4,18.41
31-01-2019 05:00,40.82,36.51,85.7,18.41
31-01-2019 04:00,41.31,33.91,85.5,18.27
31-01-2019 03:00,41.31,33.03,85.7,18.27
31-01-2019 02:00,41.68,35.28,85.7,18.41
31-01-2019 01:00,41.56,35.96,86.2,18.41
31-01-2019 00:00,41.68,36.71,85.8,18.41
30-01-2019 23:00,40.94,39.1,86.2,18.41
30-01-2019 22:00,41.06,38.42,85.7,18.41
30-01-2019 21:00,41.68,36.23,86.1,18.41
30-01-2019 20:00,41.56,36.71,86.2,18.54
30-01-2019 19:00,40.7,37.26,85.9,18.54
30-01-2019 18:00,40.33,35.69,86.2,18.54
30-01-2019 17:00,40.79,34.04,86.1,18.55
30-01-2019 16:00,42.39,32.26,86.4,18.55
30-01-2019 15:00,43.98,28.38,86.4,18.55
30-01-2019 14:00,45.57,25.65,86.4,18.68
30-01-2019 13:00,45.09,20.12,86,18.68
30-01-2019 12:00,44.84,17.6,86,18.55
30-01-2019 11:00,43.63,10.23,85.3,18.68
30-01-2019 10:00,42.8,10.1,85.5,18.67
30-01-2019 09:00,38.51,11.6,86,18.67
30-01-2019 08:00,36.91,14.4,85.9,18.54
30-01-2019 07:00,37.28,13.52,86,18.67
30-01-2019 06:00,37.41,13.58,85.5,18.81
30-01-2019 05:00,36.42,13.92,85.9,18.81
30-01-2019 04:00,35.09,16.32,85.7,18.8
30-01-2019 03:00,32.77,22.47,86.2,18.8
30-01-2019 02:00,31.43,26.98,86.2,18.79
30-01-2019 01:00,28.51,35.12,85,18.79
30-01-2019 00:00,22.48,68.67,84.2,18.79
29-01-2019 23:00,21.74,74,85.4,18.79
29-01-2019 22:00,22.23,72.77,85.1,18.65
29-01-2019 21:00,22.23,72.91,85,18.79
29-01-2019 20:00,23.22,70.03,84.8,18.79
29-01-2019 19:00,23.58,67.5,85.5,18.79
29-01-2019 18:00,24.8,63.93,85.8,18.79
29-01-2019 17:00,26.15,59.9,86.1,18.79
29-01-2019 16:00,27.37,57.37,85.2,18.8
29-01-2019 15:00,28.1,53.54,85.6,18.93
29-01-2019 14:00,28.96,53.41,85.8,18.93
29-01-2019 13:00,28.48,56.08,85.7,18.79
29-01-2019 12:00,27.13,61.07,85.5,18.79
29-01-2019 11:00,25.91,65.31,85.8,18.79
29-01-2019 10:00,24.94,67.44,85.9,18.79
29-01-2019 09:00,22.85,69.7,86,18.79
29-01-2019 08:00,23.22,66.48,86.3,18.79
29-01-2019 07:00,23.34,68.94,85.8,18.65
29-01-2019 06:00,22.97,70.65,85.6,18.65
29-01-2019 05:00,23.96,66.48,85.8,18.65
29-01-2019 04:00,23.1,69.29,85.9,18.65
29-01-2019 03:00,23.1,70.17,86.2,18.65
29-01-2019 02:00,23.1,71.47,86,18.65
29-01-2019 01:00,22.97,69.97,86,18.65
29-01-2019 00:00,22.85,69.35,86.4,18.65
28-01-2019 23:00,22.97,69.01,86,18.65
28-01-2019 22:00,23.09,68.12,86,18.65
28-01-2019 21:00,24.07,66.68,86.1,18.92
28-01-2019 20:00,24.43,63.6,87,18.79
28-01-2019 19:00,25.29,61.34,86.5,18.79
28-01-2019 18:00,25.66,59.43,86.9,18.66
28-01-2019 17:00,27,56.75,86.5,18.93
28-01-2019 16:00,27.98,53.82,87.2,18.93
28-01-2019 15:00,28.95,49.98,86.7,18.93
28-01-2019 14:00,29.44,52.17,86.1,18.93
28-01-2019 13:00,29.69,52.03,86.8,18.93
28-01-2019 12:00,29.58,49.17,87.3,18.93
28-01-2019 11:00,28.96,53,87.3,18.93
28-01-2019 10:00,27.75,47.81,87.2,18.93
28-01-2019 09:00,26.27,50.14,87.3,18.99
28-01-2019 08:00,25.17,51.1,87.4,19.06
28-01-2019 07:00,26.03,49.32,87.6,19.06
28-01-2019 06:00,25.9,54.17,87.3,18.99
28-01-2019 05:00,25.78,68.72,87.2,18.99
28-01-2019 04:00,26.64,75.48,87.3,19.06
28-01-2019 03:00,26.15,79.78,86.9,19.06
28-01-2019 02:00,26.76,79.17,86.8,19.06
28-01-2019 01:00,27.24,81.1,86.2,19.06
28-01-2019 00:00,28.1,79.29,87,19.07
27-01-2019 23:00,29.2,77.02,87.1,19.07
27-01-2019 22:00,30.66,75.64,87.1,19.07
27-01-2019 21:00,33.35,68.74,86.7,19.07
27-01-2019 20:00,38.02,42.18,87.9,19.07
27-01-2019 19:00,36.42,62.8,87,19.07
27-01-2019 18:00,35.19,66.35,87.7,19.07
27-01-2019 17:00,35.93,67.99,87,19.07
27-01-2019 16:00,38.62,65.58,86.6,19.21
27-01-2019 15:00,38.99,71.04,85.5,19.21
27-01-2019 14:00,38.98,71.24,85.3,19.21
27-01-2019 13:00,40.22,66.13,84.7,19.21
27-01-2019 12:00,40.09,63.47,86.9,19.21
27-01-2019 11:00,40.23,61.64,87.3,19.21
27-01-2019 10:00,38.51,67.24,87.2,19.21
27-01-2019 09:00,36.67,71.81,87.7,19.21
27-01-2019 08:00,36.3,74.54,87.5,19.21
27-01-2019 07:00,38.63,68.19,87.7,19.21
27-01-2019 06:00,38.38,68.87,87.8,19.21
27-01-2019 05:00,38.38,70.1,87.8,19.34
27-01-2019 04:00,37.89,75.69,87.9,19.21
27-01-2019 03:00,39.12,73.65,87.9,19.34
27-01-2019 02:00,38.76,73.72,87.7,19.34
27-01-2019 01:00,39.12,74.53,87.9,19.21
27-01-2019 00:00,38.63,73.1,88.2,19.34
26-01-2019 23:00,39.24,68.52,88.1,19.21
26-01-2019 22:00,39.11,75.62,88.1,19.35
26-01-2019 21:00,39.6,73.5,88,19.48
26-01-2019 20:00,39.85,77.6,88.1,19.48
26-01-2019 19:00,38.62,81.5,88.3,19.48
26-01-2019 18:00,38.62,80.4,88.1,19.48
26-01-2019 17:00,38.01,84.8,87.8,19.61
26-01-2019 16:00,39.23,85.4,87.8,19.75
26-01-2019 15:00,38.86,87,87.7,19.88
26-01-2019 14:00,40.33,83.2,87.8,19.89
26-01-2019 13:00,40.34,83.3,87.7,19.88
26-01-2019 12:00,39.73,87.1,85.8,20.02
26-01-2019 11:00,38.51,90.6,86.7,19.88
26-01-2019 10:00,37.53,91.2,87.2,19.61
26-01-2019 09:00,34.09,94.5,87.9,19.74
26-01-2019 08:00,33.48,96.7,87.1,19.75
26-01-2019 07:00,33.84,96.7,87.9,19.75
26-01-2019 06:00,34.09,99.9,87.8,19.88
26-01-2019 05:00,33.36,100,87.6,19.88
26-01-2019 04:00,32.99,99.9,87.2,19.88
26-01-2019 03:00,32.75,96,87.4,19.88
26-01-2019 02:00,32.52,95,87.6,19.87
26-01-2019 01:00,31.91,94,87.7,19.87
26-01-2019 00:00,29.33,89.9,87.5,19.74
25-01-2019 23:00,29.45,90.1,87.5,19.87
25-01-2019 22:00,30.06,93.2,87.7,19.87
25-01-2019 21:00,30.55,94.5,88.4,19.87
25-01-2019 20:00,30.43,95.2,88.7,20.01
25-01-2019 19:00,30.92,94.6,88.3,20.01
25-01-2019 18:00,30.67,97.5,88.6,19.88
25-01-2019 17:00,31.14,100,88.6,19.88
25-01-2019 16:00,31.63,99.9,88.3,19.75
25-01-2019 15:00,32.37,100,88.3,19.88
25-01-2019 14:00,32,99.9,88.5,19.88
25-01-2019 13:00,32.61,95.8,89,20.01
25-01-2019 12:00,31.26,96.1,88.9,20.01
25-01-2019 11:00,30.8,96.1,88.8,20.01
25-01-2019 10:00,29.82,99.8,89.5,20.01
25-01-2019 09:00,27.13,97.3,89.3,20
25-01-2019 08:00,26.15,96.7,89.6,20
25-01-2019 07:00,26.39,96.4,89.6,20
25-01-2019 06:00,26.39,97.3,89.7,20
25-01-2019 05:00,26.39,97.5,90,20.14
25-01-2019 04:00,26.27,99.1,89.8,20.14
25-01-2019 03:00,25.78,96.7,90,20.27
25-01-2019 02:00,25.78,95.7,90,20
25-01-2019 01:00,26.64,97.1,90.3,20.14
25-01-2019 00:00,26.52,97.3,90.3,20.14
24-01-2019 23:00,26.15,96.2,90,20.14
24-01-2019 22:00,26.75,97,90.3,20.27
24-01-2019 21:00,27.73,99.9,90,20.14
24-01-2019 20:00,28.09,99.8,90.3,20.28
24-01-2019 19:00,28.21,97.7,90.3,20.28
24-01-2019 18:00,28.46,99.9,90.2,20.14
24-01-2019 17:00,28.83,100,90.2,20.28
24-01-2019 16:00,29.3,96.8,90.2,20.35
24-01-2019 15:00,30.03,96.5,90.5,20.15
24-01-2019 14:00,30.77,97.4,90.6,20.28
24-01-2019 13:00,31.39,95.9,90.2,20.15
24-01-2019 12:00,31.26,96.2,89.9,20.15
24-01-2019 11:00,30.9,95.6,88.4,20.28
24-01-2019 10:00,30.18,99.9,90,20.28
24-01-2019 09:00,29.57,99.9,90.4,20.28
24-01-2019 08:00,29.2,99.9,90.9,20.41
24-01-2019 07:00,29.44,99.9,91.1,20.28
24-01-2019 06:00,29.32,100,91.3,20.41
24-01-2019 05:00,29.69,99.9,91.2,20.41
24-01-2019 04:00,30.18,100,91.4,20.41
24-01-2019 03:00,30.54,99.9,91.7,20.41
24-01-2019 02:00,30.29,99.9,91.8,20.35
24-01-2019 01:00,30.66,99.9,92.2,20.28
24-01-2019 00:00,30.65,99.8,92.4,20.42
23-01-2019 23:00,31.26,99.8,92.8,20.28
23-01-2019 22:00,31.26,99.8,92.8,20.35
23-01-2019 21:00,31.51,99.8,93,20.28
23-01-2019 20:00,31.75,99.8,93.3,20.35
23-01-2019 19:00,31.63,99.9,93.6,20.28
23-01-2019 18:00,31.88,100,93.7,20.28
23-01-2019 17:00,31.63,99.9,93.8,20.35
23-01-2019 16:00,32.61,99.8,93.7,20.28
23-01-2019 15:00,32.74,99.9,93.4,20.28
23-01-2019 14:00,33.6,100,94,20.28
23-01-2019 13:00,33.6,99.9,93.6,20.28
23-01-2019 12:00,32.98,99.9,92.9,20.35
23-01-2019 11:00,32.86,99.9,92.6,20.28
23-01-2019 10:00,32,99.9,92.2,20.28
23-01-2019 09:00,32,99.9,92.9,20.28
23-01-2019 08:00,32,99.9,93,20.28
23-01-2019 07:00,32.12,99.9,93,20.28
23-01-2019 06:00,32.37,99.9,93.2,20.35
23-01-2019 05:00,32.37,99.9,93.4,20.28
23-01-2019 04:00,32.74,99.8,94.6,20.28
23-01-2019 03:00,32.98,99.8,94.6,20.35
23-01-2019 02:00,32.61,99.9,94.9,20.35
23-01-2019 01:00,32.25,99.8,95.4,20.28
23-01-2019 00:00,32.13,99.9,95.3,20.28
22-01-2019 23:00,30.67,100,93.8,35.26
22-01-2019 22:00,30.3,99.9,90.9,20.41
22-01-2019 21:00,30.42,100,90.8,20.15
22-01-2019 20:00,30.67,100,89.6,20.01
22-01-2019 19:00,30.55,97.2,89.2,18.93
22-01-2019 18:00,30.06,96.3,87.1,17.86
22-01-2019 17:00,29.94,96.4,85.7,16.51
22-01-2019 16:00,29.94,95.5,85.7,15.57
22-01-2019 15:00,29.68,95.9,83.2,14.5
22-01-2019 14:00,30.67,94.3,82.4,13.02
22-01-2019 13:00,30.8,95.7,82.8,13.42
22-01-2019 12:00,27.98,93.6,84.8,13.55
22-01-2019 11:00,26.88,93.5,84.9,13.55
22-01-2019 10:00,25.9,93,83.5,13.55
22-01-2019 09:00,24.55,94.9,84.9,13.42
22-01-2019 08:00,23.08,95.4,84.1,13.41
22-01-2019 07:00,22.83,95.4,84.7,13.42
22-01-2019 06:00,23.58,95.8,85.1,13.41
22-01-2019 05:00,22.84,93.1,82.2,13.14
22-01-2019 04:00,22.85,92.3,82,12.87
22-01-2019 03:00,22.85,91.8,82.1,13.01
22-01-2019 02:00,22.97,91.7,82.3,13.01
22-01-2019 01:00,22.36,92.1,82.4,13.01
22-01-2019 00:00,21.62,91.8,82.4,13
21-01-2019 23:00,21.14,91.8,82.5,13
21-01-2019 22:00,20.89,91.8,82.6,13.14
21-01-2019 21:00,20.52,92.3,82.8,13.14
21-01-2019 20:00,20.27,93.7,82.9,13.14
21-01-2019 19:00,20.14,92.5,82.8,13.14
21-01-2019 18:00,21.72,91.4,82.7,13.15
21-01-2019 17:00,23.44,91.6,82.3,13.15
21-01-2019 16:00,24.43,88.4,82.3,13.15
21-01-2019 15:00,24.67,87.7,82.1,13.15
21-01-2019 14:00,25.52,86.9,82.1,13.15
21-01-2019 13:00,25.78,83.9,82.6,13.15
21-01-2019 12:00,25.16,87.1,82.7,13.15
21-01-2019 11:00,23.95,85.3,82.6,13.28
21-01-2019 10:00,23.22,88.1,82.9,13.27
21-01-2019 09:00,21.13,92.2,82.6,13.41
21-01-2019 08:00,19.9,91.8,82.9,13.41
21-01-2019 07:00,21.37,93.4,82.9,13.41
21-01-2019 06:00,21.62,93.1,83.2,13.41
21-01-2019 05:00,22.35,93.7,83.2,13.41
21-01-2019 04:00,22.84,93.3,83.4,13.48
21-01-2019 03:00,22.59,93.3,83.4,13.48
21-01-2019 02:00,22.84,93.1,83.4,13.55
21-01-2019 01:00,23.08,94,83.2,13.55
21-01-2019 00:00,22.95,93.4,83.4,13.55
20-01-2019 23:00,23.57,94.3,83.1,12.07
20-01-2019 22:00,23.57,94.9,83.5,13.55
20-01-2019 21:00,23.81,94.8,82.8,13.28
20-01-2019 20:00,24.3,94.7,81.7,13.28
20-01-2019 19:00,24.8,94.7,83.8,13.55
20-01-2019 18:00,24.55,94.5,83.9,13.55
20-01-2019 17:00,25.04,93.6,84.1,13.69
20-01-2019 16:00,26.62,91,84.1,13.69
20-01-2019 15:00,27.97,87.2,84.1,13.69
20-01-2019 14:00,29.2,86.4,84,13.69
20-01-2019 13:00,30.06,80.1,84.2,13.69
20-01-2019 12:00,30.32,80.9,84.1,13.82
20-01-2019 11:00,27.62,86.5,84.5,13.82
20-01-2019 10:00,26.39,88.7,84.9,13.82
20-01-2019 09:00,25.29,91.7,84.7,13.95
20-01-2019 08:00,24.3,93.3,84.9,14.09
20-01-2019 07:00,24.92,93.2,84.7,14.09
20-01-2019 06:00,24.92,93.7,86,14.22
20-01-2019 05:00,25.66,94.2,86,14.22
20-01-2019 04:00,25.66,93.9,86,14.22
20-01-2019 03:00,26.02,94.3,86,14.16
20-01-2019 02:00,26.39,94.6,86.4,14.22
20-01-2019 01:00,26.38,94.2,86.4,14.36
20-01-2019 00:00,27.12,95.4,86,14.36
19-01-2019 23:00,27,95.2,86.1,14.23
19-01-2019 22:00,27,95.8,86.4,14.16
19-01-2019 21:00,27.12,94.9,86.5,14.23
